1755,1345
1755,285
1755,1643
26,397
1791,220
1296,1770
1542,482
651,26
651,104
1345,1755
1785,1307
1542,892
1542,334
1542,255
1542,587
1542,1213
1542,1028
1542,1375
1542,374
1542,594
1542,1254
1542,560
1542,873
1542,839
104,651
104,1723
104,397
1542,656
104,1755
1542,599
131,1490
1542,189
104,712
104,1542
1542,1259
1542,696
1542,104
1542,1045
1542,851
1755,1345
1542,522
1542,1384
1542,301
1542,442
1542,1674
1542,552
1542,942
311,131
311,0
2,1792
0,2
0,2
0,2
0,311
131,311
1542,317
767,1279
1433,1343
482,1542
397,104
397,26
397,26
285,1755
1254,1542
493,1435
582,820
696,1542
1755,285
1646,713
1755,1435
1490,131
1284,1791
1309,1791
248,1488
100,192
341,587
341,587
341,587
341,587
341,587
311,131
104,1542
104,397
317,1542
317,1284
1284,317
397,104
1723,104
1723,430
430,1723
619,1791
192,100
1435,493
1435,1755
846,817
817,846
397,1135
442,1542
846,817
817,846
897,1561
1755,1435
1755,104
31,817
1484,1755
1435,1755
1561,897
873,1542
1541,817
851,1542
104,1755
104,1723
104,397
808,911
846,817
397,104
143,1471
143,1757
1785,1254
2,1794
1749,1230
1471,143
817,1541
817,31
817,846
546,1168
897,1561
846,817
1723,104
1723,430
503,1739
1166,712
1749,1337
1749,1245
1279,767
1415,968
430,1723
31,817
493,1435
1561,897
651,1564
1723,430
1167,1749
104,1723
1749,1167
104,397
1167,1749
1749,1167
1541,817
143,1471
143,41
1167,1749
1182,1348
1471,143
104,1348
94,1795
94,560
1785,1584
1795,94
94,1795
104,139
1785,1343
66,1795
301,1542
1796,1797
0,2
0,43
0,35
0,2
340,1791
0,2
712,104
712,1166
712,1755
712,1058
1749,392
1166,712
430,1723
883,712
560,1542
341,560
560,94
560,341
560,1309
560,726
1126,817
66,1674
104,712
104,397
1435,493
996,1126
996,11
66,1780
397,104
1245,1749
1542,482
104,397
1542,696
1542,317
26,651
1542,442
1542,851
1542,560
1542,1394
1542,1552
1341,1080
696,1542
1542,1281
1542,696
1542,951
1542,973
1542,734
1542,38
1697,604
282,276
1542,1564
1542,696
1542,797
1542,834
1740,783
1542,616
1740,839
1058,712
1740,276
1740,1028
1740,1028
1740,390
1740,974
1740,58
1740,625
1740,522
1058,712
1749,1798
1798,7
968,1415
1542,1787
1798,1749
493,1435
341,560
1791,1284
1343,1433
1343,1785
1791,1309
1791,619
767,1279
1791,340
43,1799
1723,430
1723,104
94,1787
94,1788
560,1542
430,1723
560,341
1415,968
104,1723
651,26
1435,493
726,560
968,1755
341,560
1723,104
1723,430
139,556
556,139
817,1126
817,1541
817,31
817,846
139,556
482,1542
556,139
139,556
139,1280
1280,139
139,1280
139,1780
143,1471
139,556
1280,139
556,139
139,556
139,1280
556,139
1542,560
104,1723
340,1791
1542,482
1795,66
1542,1254
66,1795
1280,139
66,656
656,66
66,656
1795,66
656,66
66,656
66,1795
1230,1749
1785,1545
317,1542
1279,767
7,1798
220,1791
846,817
820,582
754,696
104,26
104,71
104,994
104,352
482,1542
1674,104
1674,846
1674,1542
1674,66
0,311
1674,31
1755,1484
1755,1435
1755,104
1755,968
1755,712
1126,817
1126,1795
1795,94
1795,1126
1542,317
26,104
1542,1674
1674,1542
1542,482
560,726
414,996
560,341
1749,1795
1749,560
560,1542
560,1749
341,560
430,1723
0,311
311,0
1168,546
1433,1343
846,1674
712,1166
1749,560
712,1755
726,560
712,1058
104,1755
104,1674
1166,712
1625,311
317,1542
26,619
285,1755
994,104
104,994
1058,712
104,1782
1791,340
1791,220
1755,712
1782,392
1755,285
1723,430
1723,104
560,341
1780,139
560,726
560,1749
1712,560
560,430
1712,560
174,94
560,1712
560,556
1712,560
556,560
817,1126
1284,1791
104,1723
1189,1284
1189,1110
1791,1284
846,1254
1254,846
430,560
1795,220
430,1795
430,560
341,560
341,1584
1749,560
341,842
842,341
341,842
341,842
1755,1254
1433,846
748,1723
1723,748
1723,104
560,1712
560,556
560,430
560,430
560,341
726,560
829,1747
560,1749
846,1433
430,560
619,26
1749,560
26,619
556,301
556,560
1254,1755
1755,1254
1755,482
1541,817
0,2
1542,1795
846,151
820,482
1674,846
846,842
842,846
0,651
482,820
482,1755
0,2
31,1674
1755,482
1749,560
1126,817
651,0
1051,1795
1542,1674
341,560
1542,560
1542,317
94,174
94,560
104,1723
846,842
11,996
1058,712
1723,104
104,1723
311,1625
0,651
104,1307
1723,104
502,1315
712,1058
1254,1755
1755,1254
1755,502
519,1791
360,1748
1284,1189
166,1757
1542,1342
1542,1581
1542,1311
560,726
560,430
1623,1542
1715,1623
1623,1715
560,1749
560,1749
560,556
1800,1801
560,1749
1800,1799
560,341
560,1542
556,560
560,94
560,556
430,560
430,560
842,846
341,560
1433,846
1311,1542
1311,1542
1484,1755
18,1802
18,1245
1245,18
18,1245
18,1245
560,556
560,430
1245,18
556,560
1541,1245
1245,1541
1245,1541
1541,1245
1541,1245
1245,1541
1541,1245
1245,1541
1541,43
1541,1245
1245,1541
1541,1245
1541,1749
1749,1541
1245,1541
1541,1245
1541,1245
1245,1541
1541,1245
1245,1541
1541,1245
1245,1541
1541,1245
1331,1623
1245,1541
1782,1245
1541,1245
104,1723
1245,1541
430,560
1785,1516
1516,1785
1795,430
1795,1051
1342,1542
430,1795
1342,1516
1785,1516
1625,311
846,1433
846,842
846,1674
1770,1339
0,2
1795,66
1674,846
1674,31
1674,1542
0,2
1761,1280
104,1674
1674,104
1254,1755
414,1342
1755,1484
1542,1311
1542,1311
1542,1623
1542,560
1311,1542
94,1795
94,1245
1245,94
1315,502
1803,1542
1542,1803
1803,1542
104,1674
1542,1674
846,7
1542,1311
311,1625
1623,1331
1623,1542
1307,104
1307,1715
1542,1315
1311,1542
1729,1782
1788,94
1541,1245
1245,1541
1542,1311
1541,1245
1433,846
1542,1623
1245,1541
1623,1542
820,482
26,1284
482,820
1795,1749
104,1307
124,1795
1712,1245
124,130
1782,1729
842,846
1245,1712
560,556
560,430
560,1542
430,560
560,430
820,482
1342,414
1311,1542
43,1541
1795,1342
430,560
1685,1795
1795,1685
26,1685
1685,26
1685,1795
1795,1685
1712,867
1755,143
1541,43
143,1755
1541,1245
1755,143
414,1342
1755,211
94,1788
633,1795
1795,633
192,1804
192,1564
130,124
1795,94
633,1795
1331,1623
846,1433
1623,1331
556,560
1785,1279
1331,1584
26,1685
144,809
340,1337
1307,104
0,311
0,2
1625,311
1080,1341
1755,1254
1542,1623
1542,560
1542,1311
1803,1542
1803,1542
1803,1542
1245,1541
1623,1542
1331,1245
560,1542
0,311
680,1791
680,1788
1311,1542
455,142
726,560
1311,1542
1245,1331
