455,1131
1791,1284
26,1078
1623,1877
31,1877
1887,1487
809,232
1643,1078
1770,1680
1877,1623
1877,31
1236,1235
1236,842
92,524
0,311
428,491
188,711
232,809
827,397
1623,1877
1600,1890
311,0
1877,1623
809,232
1539,478
1539,1166
0,311
1891,1279
311,0
0,311
1556,672
1623,1556
1556,1623
1556,1623
672,1556
1623,1556
1166,1539
767,1279
842,1236
1892,1839
1892,867
422,131
130,1180
685,491
867,1078
867,1892
1542,1394
192,772
311,0
1782,1791
397,827
827,397
145,0
468,1180
1078,867
468,1628
468,1628
468,1628
491,685
491,1628
1078,1343
1078,1343
1078,1312
1078,1643
1643,1078
1078,1643
1643,1078
1078,1643
1078,1643
1772,1281
1747,96
1177,1331
1235,1236
0,311
0,145
685,491
1628,468
1542,512
1343,1078
695,712
560,341
560,104
1542,1486
1542,68
867,1078
616,1712
1877,616
341,560
104,560
885,1542
1712,616
556,560
1864,94
430,560
1547,1867
1487,1887
1486,1542
1180,468
1180,130
1874,1545
535,926
1807,1875
1279,1891
1279,767
685,491
1001,1051
1887,1487
1712,143
2,175
2,241
2,248
2,337
2,82
2,332
2,8
2,248
2,284
2,280
2,25
2,280
2,740
2,371
2,544
2,799
2,614
2,799
2,799
2,371
2,1195
2,739
2,581
2,248
2,1179
2,1188
2,345
2,1
2,1
2,1041
2,1186
2,248
2,639
2,751
2,823
2,40
2,1261
2,1418
2,40
2,1462
2,481
2,767
2,609
2,892
2,282
2,700
1487,1887
1012,1888
1012,1893
581,1881
1887,1487
430,560
1063,167
1063,446
1063,1374
560,341
560,104
560,556
560,430
1312,1078
446,1063
1012,1345
1891,1279
71,1764
104,560
1012,772
430,560
143,1712
767,1279
1643,8
1167,696
1078,1643
1672,843
1279,767
1078,1623
1643,1078
1078,1643
1643,1078
767,685
1894,1020
1519,1878
1878,1519
1878,1542
1623,1078
341,560
0,311
1078,1623
1078,1643
1623,1078
685,767
1078,1623
1643,1078
1078,1643
1764,71
1877,1345
1877,1020
491,966
1699,428
842,968
842,1236
66,696
1643,1078
1078,1643
1643,1078
1078,1643
1078,1643
767,685
1623,1078
556,560
1078,1623
1715,1307
560,556
560,430
560,94
1078,867
1556,1807
1556,867
1542,1486
1542,1878
430,560
341,968
1415,968
8,1643
539,614
1813,174
1643,1078
1875,1807
0,311
560,430
430,560
1895,220
867,1556
867,1078
1807,1875
1012,1893
186,130
1012,1290
1290,1012
1896,186
186,1896
1556,1290
1556,867
867,1556
1556,867
867,1556
1556,867
867,1556
867,1556
1556,1754
311,0
0,311
842,1236
0,31
2,1625
1875,1807
1519,1878
94,560
94,1795
1078,1615
1078,1643
31,0
311,0
0,311
817,619
767,1279
92,1615
1712,60
210,414
210,1545
1545,210
210,1545
1545,210
210,1545
311,0
0,311
1117,1542
1561,1878
1279,767
1782,1279
311,0
1782,616
414,210
41,0
0,311
0,41
1807,1875
710,641
560,94
560,430
560,556
560,104
104,560
641,710
171,1723
1279,1782
1311,1343
1343,1311
1311,1343
1343,1311
710,641
1723,171
1723,171
1542,560
926,535
1875,1807
1542,1117
560,1542
430,560
1867,1547
710,1897
1897,710
619,817
1542,560
392,192
817,619
1898,986
968,341
968,1415
1898,1371
1898,712
1898,1791
1898,305
1898,1214
1898,446
1898,203
1898,1780
1898,783
1898,143
1898,1496
1898,313
1898,60
1898,7
1415,968
1898,1216
1898,560
1898,656
1898,1435
1898,1283
1898,390
1898,1416
1898,310
1898,1846
1898,1096
1898,276
1877,1623
1877,1623
