1131,455
0,1625
0,311
1625,0
1755,502
1755,1674
1755,1628
311,0
1625,311
311,1625
1625,311
556,1623
311,1625
1625,311
311,1625
1625,311
311,1625
1623,556
192,1564
556,1623
1623,556
1623,556
556,1623
1625,311
66,1674
1623,340
340,1623
393,1189
1623,340
809,174
1623,1051
1623,809
1051,1623
1623,1051
1623,754
145,2
1780,754
1674,66
1674,1755
1674,66
1623,104
2,145
2,145
0,311
1643,1757
696,807
1623,1810
1623,94
1755,1780
94,1623
1755,1674
560,1749
560,556
1281,1542
560,94
430,560
0,1625
0,131
696,94
1782,709
26,41
26,619
1723,41
1810,1623
1623,1810
1799,43
1331,1311
1835,535
1799,1800
1656,1623
1542,974
1623,1656
1623,724
1780,1755
428,1719
428,1699
428,371
145,2
43,0
0,43
43,0
0,43
43,0
1405,842
620,829
620,1646
31,1837
1835,397
842,1405
397,1835
1791,1051
0,43
1433,1311
104,1623
2,1648
846,1131
1749,560
535,1835
1755,428
1126,1339
51,1542
1640,969
1236,842
1037,131
1051,1791
1755,1780
556,560
1542,1281
1542,51
1542,108
1674,1542
1770,1126
1311,1433
26,651
8,1643
8,1189
8,1254
8,1254
8,1254
8,1254
8,1307
8,1838
8,1838
560,556
560,1749
397,1623
1623,397
560,430
1542,1674
1749,560
1542,1636
556,560
397,1623
502,1755
651,26
26,651
1643,8
41,26
1699,428
1051,634
1051,419
1749,560
696,1516
651,26
1755,502
1790,1723
1790,31
1838,8
619,26
1838,680
1078,982
1623,397
397,1623
1623,397
397,1623
1699,1838
1838,1699
1699,1838
1838,1699
1699,1838
1838,1699
1699,1838
502,1755
397,1623
1623,397
1623,397
397,1623
1623,397
397,1623
397,1623
1623,397
1623,397
397,1623
397,1623
1623,397
1623,397
1838,1699
397,1623
1623,397
1405,842
397,1623
397,1623
1623,345
1623,397
397,1623
1623,397
1623,1051
1623,1699
397,1623
1623,397
1699,1623
1623,1699
397,1623
1618,1643
1699,1623
397,1623
1643,1618
1723,1790
428,1699
1699,428
474,340
1311,0
1534,302
1402,94
1534,1433
1755,502
0,1311
1656,1623
1755,1564
1782,535
680,1838
1656,535
680,1838
1788,31
1542,1838
1433,1311
1788,1051
1564,1755
974,1542
1623,1699
1623,397
1623,397
1623,1656
94,696
1780,1755
94,1648
842,1236
1226,1126
430,560
1755,1564
1755,1780
560,556
397,1623
26,651
26,619
1780,1755
397,1780
1780,397
651,26
1755,1780
651,1564
397,1780
