864,1071
850,1013
41,295
1086,1087
914,927
637,387
637,1041
1086,340
829,388
985,914
280,560
1045,1013
998,927
193,816
25,678
833,1067
522,175
764,1032
522,989
522,723
83,764
83,764
83,764
259,948
614,421
508,305
508,388
508,193
285,999
508,1038
508,594
1038,71
203,175
508,871
989,522
780,700
614,508
71,1038
1038,71
276,1031
188,707
71,1038
1038,71
71,1038
203,1069
791,227
678,193
678,25
251,241
1038,71
71,1038
25,678
678,25
678,902
833,1067
678,345
764,83
388,508
296,998
25,678
102,764
102,598
833,625
102,276
508,388
428,949
508,816
428,949
508,276
883,1049
883,535
989,418
989,418
989,418
949,428
949,428
535,883
883,535
535,883
949,404
883,535
192,625
167,833
833,167
1067,833
949,697
296,998
72,616
993,1055
1067,71
72,62
1067,948
154,33
71,1067
625,833
625,192
1067,71
71,1067
253,625
625,253
25,644
1067,71
253,625
625,253
833,1067
833,625
1067,833
306,508
444,198
999,285
71,1067
193,444
625,833
833,1067
833,625
723,522
1067,71
1067,833
625,833
535,883
142,1036
71,1067
142,102
833,625
142,200
142,414
829,548
833,1067
142,833
142,833
883,535
1059,102
625,833
1067,833
712,949
1067,71
127,933
71,1067
66,281
293,829
840,914
1088,764
840,102
198,444
52,249
1059,421
52,25
232,192
52,833
232,1036
1067,71
198,1059
193,767
193,948
71,1067
142,833
393,585
66,937
535,883
535,883
66,1071
130,193
883,535
41,143
188,41
143,41
340,1071
188,41
188,41
835,608
851,1089
188,711
188,41
376,280
376,754
67,134
535,883
340,685
703,1090
703,1091
767,1032
1012,672
703,1059
1012,397
872,143
767,800
1018,438
1018,587
703,1049
949,1092
1092,949
66,172
833,625
833,1067
281,33
703,767
453,241
883,535
776,1071
143,872
203,1069
522,723
522,989
175,276
522,1048
276,175
41,1048
751,1031
914,816
41,1061
41,1049
700,1092
175,276
625,833
276,175
276,175
816,914
1092,700
522,1092
341,193
175,276
637,846
1092,522
522,1092
276,175
637,1092
637,1092
175,276
1092,522
757,637
276,175
637,757
41,0
522,1092
1092,31
341,968
31,1092
1092,522
914,816
1092,31
31,1092
980,1020
1092,31
276,175
66,281
276,1092
816,914
598,102
585,393
914,816
142,31
816,914
816,508
816,175
700,1092
833,625
175,816
142,31
816,175
175,816
816,175
142,200
914,816
175,816
102,1059
1049,41
142,200
616,72
142,200
142,162
142,200
142,200
625,833
142,200
142,102
142,102
142,102
142,102
102,598
102,840
1032,1071
678,193
538,816
227,791
142,1093
101,644
616,72
296,998
968,341
535,883
883,535
872,143
637,949
598,102
1048,522
1048,41
1013,311
637,949
1044,268
637,1013
833,625
637,1044
968,548
1013,850
68,914
66,597
637,949
66,461
211,638
678,1094
501,175
637,235
175,501
637,949
637,949
925,556
637,949
144,1032
637,235
637,949
637,949
637,949
637,949
421,1059
637,949
345,678
501,175
175,501
914,597
678,345
501,175
428,949
949,428
175,501
712,1048
308,539
0,41
712,544
501,175
355,542
428,949
175,501
